review,page,scraped_at
"pernah breakout parah karna stress. trs aku cobain produk satu ini dan bener2 meredakan jerawat. beneran bagus buat memperbaiki skin barrier. buat klian yg oily skin gausa takut buat cobain produk ini karna dia ga berminyak, ringan bgt trs gampang nyerap di kulit",68,2025-07-02T23:11:00.328960
"muka sempet breakout gara2 pake vitacid. jerawat hilang satu tumbuh tiga, asli kesel banget. akhirnya back to basic dulu nyobain ini. pagi2 muka lebih halus dan calm. vitacid tetep dipake as acne spot dan bekasnya. dan jadi ga breakout lagi",68,2025-07-02T23:11:00.328971
"Baru di pakai sekitar 4 hari udah kelihatan banget perbedaan nya, ini jerawat hormon, bruntusan, sama kemerahan langsung berkurang. Sampe syok krn beberapa tahun ini jerawat susah sembuh. Oh iya aku mulai jerawatan dari SMA dan 2 tahun terakhir jerawat ku gk sembuh sembuh.",68,2025-07-02T23:11:00.328981
"Pakai ini malah bikin muka jadi bruntusan. Baru pakai beberapa kali bruntusan langsung keluar semua, jadi langsung di stop. Mukaku jd kusam juga pakai ini.",68,2025-07-02T23:11:00.328992
"Harga lumayan juga. Padahal ini viral banyak yang cocok, ternyata di aku ga",68,2025-07-02T23:11:00.328995
Noðð»,68,2025-07-02T23:11:00.328998
"buat skinbarrier ini bagus banget sih mois nya. cepat menyerap dan gak lengket. bikin wajah jadi kenyal dan lembab. buat before make up juga oke, bukan mois yang bikin make up longsor malah bikin nempel. tapi mois ini kalau buat mencerahkan kayanya butuh waktu yang lama deh",68,2025-07-02T23:11:00.329008
"coba yang kecil, ternyata ampuh bngt buat ngilangin bruntusan dan close comedo ku. beli yang kecil belum ada setengah abis udah alus bngt di wajah, seluruh muka langsung alus gitu ajaa, kalo ada jerawat juga aku tenangin pake ini. akhirnya auto beli yang gede. cinta bngt sama skintificâ¤ï¸â¤ï¸â¤ï¸",68,2025-07-02T23:11:00.329019
"Kulitku agak kering dan aku lagi mencari mounsture yang cocok di kulit aku , aku terpanah dengan dengan skintific yang menurut aku setelah pemakaian kulit terasa lembab dan elastis. Aku juga mencari yang cocok untuk ibu hamil dan menyusui",68,2025-07-02T23:11:00.329029
"Moist yang bagus banget, bikin make up nempel banget. Bikin skin barrier ku makin oke juga, wajahku jadi nggak gampang jerawat kalo kurang bersih dikit, jadi nggak rewel lah. Cuma aku lebih merekomendasikan beli yang 80gram karena pump lebih higienis hehe.. minusnya agak pricey ya say buat anak kost seperti aku huhuuu",69,2025-07-02T23:11:03.923053
"Pas pertama kali mau nyoba beli dulu yg travel size (efek kemakan iklannya yg bombastis), pake purging dulu sampe aku mikir mungkin gak cocok, tp tetep aku pake dan alhamdulillah kemudian jd ngefek dong. Kulitku yang tdnya SUPER beruntusan jd haluuuss (terutama bagian dahi). Tapi kok ya pas udh beberapa kali repurchase jd gak begitu ngefek, beruntusan kembali datang dan pergi dan yang paling bikin males adalah sumuknya itu loh. Ini lebih cocok untuk yg kulitnya normal to dry, sih, untuk aku yang kombinasi cenderung berminyak gak kuat kadang ama gerah di mukanya.",69,2025-07-02T23:11:03.923084
Worth to buy! Menghidrasi kulit yang kering dan kusam. ngebantu bgt buat yg kulitnya lagi kering gradakan. karna bener bener ngebantu bgt dikulit aku waktu itu abis breakout dan kering sampe nglupas merah merah. aku sampe beli yg ukuran gedenya juga!,69,2025-07-02T23:11:03.923099
"Ini bener benerrrr product yg super super bagusss. Cocok banget buat kalian yang kulitnya kering, gradakan, dan barrier nya rusak. Texture nya ringan dan ga bikin muka terlalu berminyak. Cocok banget buat kalian yang mau memperbaiki kulit.",69,2025-07-02T23:11:03.923112
Mampu melembabkan wajah dengan baik. Dapat mengurangi jerawat di wajah saat beberapa kali pemakaian. Cepat meresap di wajah dan dapat menenangkan kulit. Biasanya ku pake sebelum tidur dan saat bangun pagi. Produk ini juga bisa sebagai pelembab sebelum memakai make-up,69,2025-07-02T23:11:03.923125
Moisturizer yang pertama kali tau dari tasyafarasya ternyata bagus banget setelah itu cobain dan ternyata bagus banget muka jadi lembab dan terlihat lebih sehat selain itu harganya murah banget jadi wajib banget buat cobain produknya sekarang,69,2025-07-02T23:11:03.923137
"Dulu awal"" muka kusem banget trs coba pake product ini bagus banget dan bisa pas banget buat muka. Engga krasa sakit pedih dan anyep cocok banget . Muka jadi lembab dan ga kering , sisa sisa jerawat aja cepet bgt kering dan ilang. The best deh sip",69,2025-07-02T23:11:03.923148
"bagus banget dan suka sekali pakai moisturizer skintific yang warna biruu, bisa buat kulit wajahku lembab dan mudarkan flek flek hitam diwajah, bisa calming juga kulit wajah dan memperbaiki skin barier, yg skin barirrnya rusak harus coba deh moisutiizer ini",69,2025-07-02T23:11:03.923160
suka banget karna produknya sebagus itu dan ga pernah ganti produk mosturizer selain skintific selain itu merasa cerahan pake skintific. melembutkan dan mencerahkan cocok untuk semua kulit aku rekomenin banget buat kalian yang bingung cari pelembab,69,2025-07-02T23:11:03.923171
mmenurutku moisturizer skintific biru ini enak banget dipake!! adem banget dipake kalo misalnya malem malem mau tidurr!! recommend banget deh buat kalian! khusunya oily skin kayak aku!! real harus coba sekali seumur hiudp beneran banget,69,2025-07-02T23:11:03.923182
Terksturnya gel tapi gampang nyerep ke kulit. Super duper menghidrasi jadi kulit ga kering. Cocok juga buat base makeup. Di bawah makeup juga ga bikin crack malah bikin makeup lebih bagus dan tahan lama. Harganya juga ga terlalu mahal masih affordable,70,2025-07-02T23:11:07.392880
"dlu aku punya kulit sensistiv, tapi semenjak pake skintific kulit aku jadi mendingan bangett sihh, better dibanding sebelumnya yang sering kemerahan gituu, recomended buat kalian para kulit senaitif untuk cobaa yaa, 8/10 rate dari akuu",70,2025-07-02T23:11:07.392914
"menurut pengalaman aku pake produk ini bagus buat yang punya permasalahan skin barrier, di kulit aku membantu banget setelah repurchase 2 kali udah mulai kelihatan hasilnya yang bagus dan membantu masalah kulit akuu, next aku akan repurchaseð¤©ð¤©",70,2025-07-02T23:11:07.392942
"Seneng banget selalu dapat diskon live sale, jadi bisa beli dengan harga terjangkau. Ini produk emng sebagus ituu, cocok buat kulit aku yang kering jadi lembab. Tekstur lembut, harum dan ringan banget. Buruan cobain, aku udah hbs 5 jar secinta itu",70,2025-07-02T23:11:07.392953
salah satu moisturizer kecintaan semua umat!! bagus banget buat memperbaiki skin barier. buat kulit tetep lembab dan tiap bangun tidur jd glowing. cocok buat semua jenis kulit. walaupun harganya pricey tetep repuchase karena bagus bgt,70,2025-07-02T23:11:07.392964
"Moisturizer andalan terutama,, cocok untuk kulit kering ðð»bisa jadi rekomendasi, kulit sensitif juga cocok, tekstur gel, hasilnya lembab bagus bgt dikulit, Cepat meresap juga sangat rekomended ð dan ini tuh kalian bisa dapetin di mall official store dan masi banya lagii cus kalian harus coba",70,2025-07-02T23:11:07.392975
"Moisturizer yang melembapkan, cocok untuk kulit kering, mudah meresap, lumayan watery juga, sangat melembapkan,, skintific emang mantep banget produk-produknya, sangat rekomen untuk yang punya kulit kering, bakalan repurchase lagi",70,2025-07-02T23:11:07.392984
"Moisturizer yang oke untuk kulit sensitit tapi kalau dari worth the money kayanya kurang karena isinya dikit dan cepet abis. Ukuran 30 gram ini cuma bisa dipake sebulanan, mungkin bakalan repurchase kalau lagi ada diskon, selebihnya cari alternatif lain",70,2025-07-02T23:11:07.392994
moist terdebest yg aku punya sangat sangattt membantu aku pas aku lagi breakout sampai saat ini aku sudah abis 4 jar dan sekarang nyoba pake yg pink but tetep pake yg biru juga yaa karna kulit aku sangat sangat sensitif pake ini tu ringan bgt aslii,70,2025-07-02T23:11:07.393004
"Aaaaa ini moizturizer favorit sejuta umat ngga sii? Sebagus ituu, ngga bikin berminyak, calming wajah aku yang sensitif dan cukup riskan sama jerawat jugaa. After feel abis pakenya itu jadi adem dan lembab tapi ngga gerah dan bikin tambah oilyy, sukakk",70,2025-07-02T23:11:07.393014
"Mosturizer yang nyaman di kulit, adem dan watering gel yang membantu kulitku biar terhidrasi dengan baik",71,2025-07-02T23:11:10.268704
"Sepaket sama set repair barrier lainnya juga oke buat sehari hari. Aman buat kulitku yg moodyan dari dry ke normal kadang oily, aman juga buat aku yg tiap bulan gampang jiriwitin",71,2025-07-02T23:11:10.268721
"moisturizer ter the best yang pernah aku pakaiiið, overall ini bagus bangettt ditambah ampuh banget untuk skinbarier yang aku punya huhu, jujurly ini baguss bangett harganya yang masih terjangkau bangett ditambah teksturnya yang gel cream gt bikin muka makin keliatan glowingððð",71,2025-07-02T23:11:10.268739
"Pas dulu kulitku agak beruntusan, terus aku nyoba pakee skintific dan ternyata cocok parah. Bisa bikin kulit kenyal dan terhidrasi. Kulitku yangkering bisa jadi lembab sehingga mengurangi beruntusan.",71,2025-07-02T23:11:10.268753
Jadii nggamenyesal beli skintific ini.,71,2025-07-02T23:11:10.268757
"Moisturizer paling ajaib yang aku pernah coba, bikin kulit lebih calm, jerawat juga mereda di aku, gaada bau yg bikin sakit kepala atau nusuk banget di hidung, tekstur creamnya juga ga berat dikulit, celat meresap dan dipake sebagai skin prep make up cakep banget",71,2025-07-02T23:11:10.268770
Bagus ini teksturnya sangat meyerap dengan cepat. Walaupun harganya agak mahal tapi kualitasnya sebagus itu. Di timpa dengan bedak tidak gradakan sama sekali. Semua produk dari skintific bagus semua tapi yang paling fav adalah produk ini,71,2025-07-02T23:11:10.268781
"Produknya sangat bagus di teksturnya gampang menyerap di kulit, bisa dibawa kemana aja aromanya enak, hasil pemakaian langsung terlihat harganya lumayan terjangkau bisa di beli di online store Dan offline store banyak juga promo menarik",71,2025-07-02T23:11:10.268792
"Produknya bagus buat kulit aku yang combination dan acne prone. Teksturnya pas dan mudah menyerap, nggak bikin lengket juga tapi kalo dipakek pagi suka bikin agak oily better buat malem aja sebelum tidur biar bangun mukanya stay hydrated",71,2025-07-02T23:11:10.268803
"Moisturizer yang cocok di kulit aku, aku jenis kulit yang berminyak, pake moisturizer ini sangat membantu karena teksturnya tidak berat, mudah meresap, dan sangat mengurangi minyak dan mengecilkan pori-pori. Sudah beberapa kali beli.",71,2025-07-02T23:11:10.268818
"enak banget di kuliat ademmm, terus ngelembabpin nya oke bangett rekomen bgt buat yang mau coba moist coba deh pake skintific menurut aku moist paling enakk teksturnya juga ngga thick, ngg bikin oily di muka jadi tennang aja y ges ini di pake tu enak bgt tau kalian harus coba",71,2025-07-02T23:11:10.268849
"moisturizer ini aku pake udah lama, dan bagus banget di muka aku, aku suka gantian sama yang warna pink. sama sama bagus di aku, pokoknya aku selalu stock moisturizer ini dan gapernah skip buat make buat pagi hari ataupun malam hari. harus cobaa",71,2025-07-02T23:11:10.268862
"kulit aku sempet sensitiv banget karna alergii sampe kering luka dan jerawatan parah, habis tu aku balik ke skinbarier dulu dan disaranin pake mois skintific ini, baru 3 hari langsung balik semula dong dan jerawatnya gaadaaað­ð­ gatau sih best banget, sampe hari ini aja pake ini terus akhirnyaa",72,2025-07-02T23:11:13.163078
"Moisturizer yang cocok di kulit aku, aku jenis kulit yang berminyak, pake moisturizer ini sangat membantu karena teksturnya tidak berat, mudah meresap, dan sangat mengurangi minyak dan mengecilkan pori-pori. Sudah beberapa kali beli.",72,2025-07-02T23:11:13.163105
"Teksturnya favorit bangettttt! Bentuknya gel tapi ketika diblend langsung meltinggg kayak air Ringan banget, di kulitku juga gak bikin sumuk walaupun ditimpa sunscreen yang udah lembap. Finishing-nya bikin kulit keliatan lembap sehat tapi gak greasy, dewy nya pas gak berlebihan, cakepp banget,, aku sukaaa pokoknya",72,2025-07-02T23:11:13.163118
Bagus banget buat menenangkan wajah yang bruntusan ringan juga teksturnya gampang menyerap dikulit. Diwajahku cocok banget apalagi aku kulitnya sensitif gitu aman-aman aja dan malah membantu memperbaiki kulit wajah. Suka banget pokoknya,72,2025-07-02T23:11:13.163129
"skintific ini mungkin terbilang mahal untuk aku yg masi remaja tapi sepadan dengan kualitas yg dikasih, waktu breakout banyak jerawat aku calmingin pake ini dan ya bagus bagus aja ngefek kok apalagi lembabnya dapet banget, worth to try!",72,2025-07-02T23:11:13.163139
"Moisturizer yang cocok di kulit aku, aku jenis kulit yang berminyak, pake moisturizer ini sangat membantu karena teksturnya tidak berat, mudah meresap, dan sangat mengurangi minyak dan mengecilkan pori-pori. Sudah beberapa kali beli.",72,2025-07-02T23:11:13.163149
Menurutku teksturnya tingan gampang menyerap gak lengeket diwajah dan ada rasa dingin-dinginya gitu. Aku sebagai pemilik kulit sensitif cocok banget sih pakai ini. Selain itu dia juga bisa membantu meredakan bruntusan nyaman banget deh pokonga,72,2025-07-02T23:11:13.163159
"Enak buat dipakai gak bikin kulit iritasi, sebelumnya karna kulit wajah sensitif jd sering kemerahan stlh pakai produk ini kemerahan ku berkurang, so worth it to buy uda beli untuk ke tiga kalinya dan bakal pakai produk ini terus seh krna dah cocok buat kulit sensitif bisa bgt dicoba",72,2025-07-02T23:11:13.163169
"Simple Moist ter enak karna ga aneh aneh, melembabkan banget dan cocok untuk segala jenia kondisi kulit maupun cuaca. Teksturenya creamy gel ringan, mudah menyerap dan wanginya soft. Bagus untuk memperbaiki skin barier maupun kulit normal.",72,2025-07-02T23:11:13.163178
"Keren top cocok banget deh aku pake ini nagih bagt, herawat jg redam smua aku rekomen bgt pokonya top banget, tekstur nya tingan banget untuk kulit berminyak apalagi disiang hari ga bikin makin oily gt loh, trus malem ny jga kalo dipake enak bgt dinginn",72,2025-07-02T23:11:13.163188
"Pliss ini mousturizer bagus banget buat bikin kulit kita lembab dan plumpy, apalagi buat pemula yang masih mau benerin skin barrier ini super duper cocok banget dipake. Apalagi dengan harga yang sangat terjangkau ya pastinya. Di xbeauty juga aerinf banget promo",73,2025-07-02T23:11:16.311117
"Moistnya enak banget. Bikin lembab, tapiga bikin oily. Kerasa banget ngelembabin nya. Kulit aku yg kering di ujung hidung terhidrasi dg baik. Di atas makeup pun bikin complexionnya lebih nempel. Savior banget kalo kulit kerasa dehidrasi.",73,2025-07-02T23:11:16.311154
"Karena dapat yang mini size packaging nya plastik yaa, kalau yang full size sepertinya kaca. Teksturnya creamy light warna putih susu, hampir tidak beraroma, cepet meresap ke dalam kulit langsung melembabkan tanpa bikin wajah berminyak. Pantas saja banyak yang suka ya, karena super melembabkan sekali, sesuai fungsinya.",73,2025-07-02T23:11:16.311178
"Pernah ngalamin salah beli cream pagi dan malam yang jadinya kulit muka aku rusak, skin barriernya bermasalah. Sempet bingung pilih moisturizer apa terus nemu skintific dan Alhamdulillah sangat cocok. Cepat memulihkan barrier yang rusak",73,2025-07-02T23:11:16.311207
"pakai moisturaizer ini dari lama senang banget karna bikin skin barrier balik lagi, teksturnya lembut baunya juga tidak mengganggu, selain itu ada aplikatornya yang memudahkan pemakaian dan menjaga higinitas produknya, super recommended!",73,2025-07-02T23:11:16.311234
1000/10 ini mois terbagus yg pernah ku pake. bener2 skin barrierku jadi bagus lg kl abis make ini. walaupun agak pricy tp emang worth it sih hasilnyaa ð¤©ð¤©,73,2025-07-02T23:11:16.311262
bakal sllu beli terus karna blm nemuin moisturizer lain yg cocok di type skinku yg agak sensitif ini hahaha,73,2025-07-02T23:11:16.311270
"""Sebagai pemilik kulit kering dan berminyak (kombinasi), saya selalu menggunakan moisturizer untuk menjaga kulit saya tetap lembap dan sehat. Baru-baru ini, saya mencoba Moisturizer dan ingin membagikan pengalaman saya. sangat bagus",73,2025-07-02T23:11:16.311305
"Awalnya ragu nyobain produk ini tapi setelah di coba ternyata worth the price si soalnya beneran efeknya setelah pake 1 jar tu beneran nampol dan ngaruh , suprisingly moisteraizer ini ngelembabin banget dan cocok di muka pas dipake juga adem banget",73,2025-07-02T23:11:16.311363
"waktu itu beli produk ini pas lagi cari moist yang lagi abis. kebetulan juga wajtu itu skinbarrier aku lagi rusak banget alias kering kerontang dan merah-merah. produk ini tuh teksturnya gel yang oke banget buat melembabkan kulit, ada sensasi dinginnya juga? pokoknya ini oke banget!",73,2025-07-02T23:11:16.311381
